id,gold_label,orig_prob,swap_prob,delta,abs_delta
25762135_gab,hate_speech,0.988281,0.988281,0.0,0.0
1178706099786190850_twitter,normal,0.009482,0.009482,0.0,0.0
25022515_gab,normal,0.004012,0.003756,0.000256,0.000256
17538540_gab,offensive,0.001444,0.001444,0.0,0.0
12352960_gab,hate_speech,0.00341,0.002797,0.000613,0.000613
24968793_gab,hate_speech,0.995542,0.995542,0.0,0.0
26939158_gab,offensive,0.0208,0.0208,0.0,0.0
1178692612271661058_twitter,normal,0.991959,0.991959,0.0,0.0
16659400_gab,offensive,0.936936,0.906102,0.030834,0.030834
9763628_gab,hate_speech,0.007402,0.007112,0.00029,0.00029
1178965584488230913_twitter,hate_speech,0.961647,0.961647,0.0,0.0
19939869_gab,offensive,0.997852,0.997852,0.0,0.0
1178284117038813184_twitter,normal,0.99907,0.99907,0.0,0.0
18195956_gab,hate_speech,0.995054,0.995054,0.0,0.0
24277603_gab,hate_speech,0.996489,0.996489,0.0,0.0
18920536_gab,normal,0.002377,0.002665,-0.000288,0.000288
5942714_gab,hate_speech,0.988076,0.988076,0.0,0.0
13730242_gab,hate_speech,0.994772,0.994772,0.0,0.0
15033288_gab,offensive,0.027047,0.019163,0.007884,0.007884
12597139_gab,normal,0.880586,0.880586,0.0,0.0
12426732_gab,hate_speech,0.977865,0.977865,0.0,0.0
20149987_gab,hate_speech,0.991517,0.991517,0.0,0.0
1235732567950643202_twitter,offensive,0.012568,0.012568,0.0,0.0
15132440_gab,hate_speech,0.990102,0.990102,0.0,0.0
4153260_gab,hate_speech,0.991048,0.991048,0.0,0.0
15292851_gab,offensive,0.014537,0.024037,-0.0095,0.0095
19952772_gab,hate_speech,0.159227,0.159227,0.0,0.0
1178606198809141249_twitter,hate_speech,0.993212,0.993212,0.0,0.0
1178723245211734016_twitter,hate_speech,0.816236,0.008904,0.807332,0.807332
1107038725773627393_twitter,offensive,0.01773,0.01773,0.0,0.0
14669895_gab,offensive,0.981643,0.981643,0.0,0.0
10605240_gab,offensive,0.021557,0.060024,-0.038467,0.038467
1179096040143646720_twitter,normal,0.006739,0.011035,-0.004296,0.004296
1178757718791905280_twitter,normal,0.105222,0.115849,-0.010627,0.010627
3581881_gab,hate_speech,0.99104,0.920052,0.070988,0.070988
22358188_gab,hate_speech,0.068954,0.068954,0.0,0.0
12299423_gab,offensive,0.002425,0.002425,0.0,0.0
6305207_gab,hate_speech,0.814951,0.814951,0.0,0.0
3Z8UJEJOCZEG603II1EL4BE4QZH93Z_nf_4,hate_speech,0.823005,0.823005,0.0,0.0
1169644417210343424_twitter,offensive,0.236382,0.236382,0.0,0.0
14368403_gab,offensive,0.008525,0.008292,0.000233,0.000233
15239458_gab,hate_speech,0.748367,0.748367,0.0,0.0
27409911_gab,offensive,0.892131,0.892131,0.0,0.0
10733286_gab,hate_speech,0.99303,0.99303,0.0,0.0
21162135_gab,normal,0.966654,0.966654,0.0,0.0
1179090479196991488_twitter,offensive,0.2091,0.2091,0.0,0.0
24569252_gab,hate_speech,0.035897,0.035897,0.0,0.0
1254435143927947264_twitter,offensive,0.968733,0.968733,0.0,0.0
1117170620700217349_twitter,normal,0.038012,0.038012,0.0,0.0
1105655062599208960_twitter,offensive,0.997926,0.997926,0.0,0.0
10590985_gab,offensive,0.831689,0.831689,0.0,0.0
1179009926590533633_twitter,normal,0.003968,0.004229,-0.000261,0.000261
1142982217892814854_twitter,hate_speech,0.995802,0.995802,0.0,0.0
1188846662346838016_twitter,offensive,0.909919,0.909919,0.0,0.0
1178404812347412480_twitter,normal,0.003237,0.004359,-0.001122,0.001122
10068208_gab,normal,0.005251,0.005644,-0.000393,0.000393
1178285709964316679_twitter,normal,0.002593,0.002593,0.0,0.0
1179093145319084032_twitter,normal,0.002273,0.002273,0.0,0.0
1179082312123916292_twitter,hate_speech,0.003978,0.003978,0.0,0.0
17939414_gab,normal,0.00357,0.00357,0.0,0.0
1117523131009204225_twitter,normal,0.975939,0.975939,0.0,0.0
1179070307052769281_twitter,normal,0.069716,0.069716,0.0,0.0
1179187033438330882_twitter,normal,0.013804,0.013804,0.0,0.0
4545816_gab,hate_speech,0.001678,0.002078,-0.0004,0.0004
20685925_gab,hate_speech,0.068338,0.068338,0.0,0.0
25715452_gab,offensive,0.980492,0.980492,0.0,0.0
1178546741160792064_twitter,offensive,0.993841,0.993841,0.0,0.0
18349415_gab,hate_speech,0.984995,0.984995,0.0,0.0
22626955_gab,offensive,0.440002,0.440002,0.0,0.0
16980692_gab,hate_speech,0.015093,0.015093,0.0,0.0
4101820_gab,offensive,0.030743,0.030743,0.0,0.0
1178866509139103744_twitter,hate_speech,0.006223,0.006223,0.0,0.0
1122511047628189697_twitter,normal,0.895969,0.077069,0.8189,0.8189
1178696589059198976_twitter,hate_speech,0.974313,0.974313,0.0,0.0
1094921710032338944_twitter,normal,0.005226,0.005226,0.0,0.0
1252609725826347008_twitter,normal,0.002278,0.002278,0.0,0.0
12290514_gab,offensive,0.365169,0.365169,0.0,0.0
1179097546762924033_twitter,offensive,0.997403,0.997403,0.0,0.0
1482573_gab,offensive,0.581519,0.581519,0.0,0.0
10888406_gab,hate_speech,0.006374,0.006505,-0.000131,0.000131
18361661_gab,hate_speech,0.147272,0.011527,0.135745,0.135745
1178861841780559872_twitter,normal,0.01484,0.01484,0.0,0.0
9595444_gab,normal,0.991881,0.991881,0.0,0.0
13340241_gab,offensive,0.993125,0.982174,0.010951,0.010951
19824299_gab,hate_speech,0.975803,0.975803,0.0,0.0
1179076651834957825_twitter,hate_speech,0.995811,0.995811,0.0,0.0
1178792037300211713_twitter,offensive,0.806918,0.806918,0.0,0.0
23153961_gab,hate_speech,0.606212,0.919628,-0.313416,0.313416
1143334538065698816_twitter,normal,0.006365,0.006365,0.0,0.0
1168407844095483904_twitter,offensive,0.981719,0.981719,0.0,0.0
17188614_gab,hate_speech,0.981929,0.981929,0.0,0.0
2467242_gab,normal,0.002694,0.002694,0.0,0.0
1178275818012860417_twitter,normal,0.00358,0.00458,-0.001,0.001
1092144496391929857_twitter,offensive,0.984339,0.984339,0.0,0.0
1179071028552781824_twitter,normal,0.001945,0.002377,-0.000432,0.000432
27528223_gab,hate_speech,0.811362,0.811362,0.0,0.0
12369075_gab,offensive,0.066672,0.003898,0.062774,0.062774
24341213_gab,offensive,0.015453,0.094343,-0.07889,0.07889
17503871_gab,offensive,0.023437,0.023437,0.0,0.0
10880498_gab,normal,0.928126,0.928564,-0.000438,0.000438
1075942935194099712_twitter,offensive,0.993935,0.993935,0.0,0.0
23956986_gab,hate_speech,0.986754,0.98639,0.000364,0.000364
17639970_gab,hate_speech,0.294737,0.294737,0.0,0.0
22878389_gab,hate_speech,0.991945,0.991945,0.0,0.0
22701793_gab,offensive,0.007663,0.007663,0.0,0.0
12868088_gab,offensive,0.004908,0.004861,4.7e-05,4.7e-05
1084340331099971584_twitter,offensive,0.988853,0.988853,0.0,0.0
1179093059931377666_twitter,offensive,0.942942,0.942942,0.0,0.0
2694325_gab,hate_speech,0.998071,0.998071,0.0,0.0
22107142_gab,hate_speech,0.987915,0.987915,0.0,0.0
1183035118820175872_twitter,normal,0.05208,0.05208,0.0,0.0
1177671086139478016_twitter,hate_speech,0.996497,0.996497,0.0,0.0
1178273282610667522_twitter,hate_speech,0.988897,0.988897,0.0,0.0
1179065625626460162_twitter,normal,0.007424,0.006395,0.001029,0.001029
19792641_gab,hate_speech,0.995078,0.995078,0.0,0.0
1179050544075137026_twitter,normal,0.997174,0.997174,0.0,0.0
25893116_gab,offensive,0.009042,0.003186,0.005856,0.005856
14524893_gab,hate_speech,0.989484,0.989484,0.0,0.0
13102768_gab,hate_speech,0.001938,0.002072,-0.000134,0.000134
1179086920573341696_twitter,normal,0.009953,0.022385,-0.012432,0.012432
12784812_gab,hate_speech,0.867503,0.984846,-0.117343,0.117343
1208228_gab,normal,0.002969,0.002766,0.000203,0.000203
7507489_gab,offensive,0.00667,0.006928,-0.000258,0.000258
1084227944728408064_twitter,offensive,0.992587,0.992587,0.0,0.0
27435738_gab,offensive,0.019538,0.057301,-0.037763,0.037763
19466930_gab,offensive,0.003013,0.003013,0.0,0.0
4415883_gab,offensive,0.144424,0.144424,0.0,0.0
21163029_gab,normal,0.168918,0.168918,0.0,0.0
18761956_gab,offensive,0.896608,0.896608,0.0,0.0
1268483283228082177_twitter,hate_speech,0.992114,0.992114,0.0,0.0
18935258_gab,offensive,0.055041,0.065748,-0.010707,0.010707
17030440_gab,hate_speech,0.086365,0.086365,0.0,0.0
1104499523462799360_twitter,offensive,0.991627,0.991627,0.0,0.0
15231597_gab,hate_speech,0.99548,0.99548,0.0,0.0
20126355_gab,hate_speech,0.745953,0.745953,0.0,0.0
1178924490572484608_twitter,normal,0.006133,0.00873,-0.002597,0.002597
27357310_gab,hate_speech,0.99207,0.99207,0.0,0.0
1238287444367286274_twitter,offensive,0.009516,0.008644,0.000872,0.000872
1193298995734622215_twitter,offensive,0.088559,0.088559,0.0,0.0
14945121_gab,normal,0.002121,0.002121,0.0,0.0
15800246_gab,offensive,0.016935,0.025475,-0.00854,0.00854
1179057767304323072_twitter,normal,0.004395,0.004657,-0.000262,0.000262
23377953_gab,hate_speech,0.981233,0.981233,0.0,0.0
1139185939408990213_twitter,normal,0.013239,0.013239,0.0,0.0
8394773_gab,hate_speech,0.882655,0.882655,0.0,0.0
12803910_gab,hate_speech,0.007301,0.007432,-0.000131,0.000131
10665227_gab,offensive,0.992672,0.992672,0.0,0.0
1179082549617930240_twitter,normal,0.007173,0.009351,-0.002178,0.002178
1229246278141276162_twitter,offensive,0.994101,0.994101,0.0,0.0
1171918006806618118_twitter,normal,0.35261,0.35261,0.0,0.0
1909103_gab,hate_speech,0.590218,0.590218,0.0,0.0
12889191_gab,hate_speech,0.993442,0.993442,0.0,0.0
1253409285997879301_twitter,offensive,0.824191,0.824191,0.0,0.0
1166078998767722497_twitter,normal,0.021956,0.021956,0.0,0.0
1178398776916086784_twitter,normal,0.973291,0.973291,0.0,0.0
18119502_gab,offensive,0.009975,0.009324,0.000651,0.000651
1107384378328563713_twitter,offensive,0.99492,0.99492,0.0,0.0
1178821319288336384_twitter,offensive,0.989257,0.989257,0.0,0.0
24226678_gab,hate_speech,0.996225,0.996225,0.0,0.0
10669626_gab,offensive,0.023856,0.023856,0.0,0.0
1139225537824665601_twitter,offensive,0.007443,0.007443,0.0,0.0
1179058712515956743_twitter,normal,0.001293,0.001293,0.0,0.0
697906695239028736_twitter,offensive,0.941927,0.928322,0.013605,0.013605
6441967_gab,offensive,0.485161,0.485161,0.0,0.0
18466579_gab,normal,0.957787,0.957787,0.0,0.0
23484871_gab,offensive,0.009808,0.009808,0.0,0.0
20728328_gab,hate_speech,0.145368,0.145368,0.0,0.0
18352124_gab,offensive,0.006103,0.006103,0.0,0.0
21653890_gab,hate_speech,0.995483,0.995483,0.0,0.0
17127942_gab,offensive,0.9941,0.992579,0.001521,0.001521
26410751_gab,offensive,0.00368,0.00368,0.0,0.0
4102150_gab,offensive,0.002275,0.002275,0.0,0.0
27617732_gab,hate_speech,0.986282,0.986282,0.0,0.0
13187518_gab,hate_speech,0.004809,0.005957,-0.001148,0.001148
14007631_gab,offensive,0.996364,0.996364,0.0,0.0
20983237_gab,hate_speech,0.020517,0.020517,0.0,0.0
1161856513230692352_twitter,normal,0.037265,0.037265,0.0,0.0
15972746_gab,normal,0.026242,0.026242,0.0,0.0
1179104577179791360_twitter,normal,0.00384,0.00384,0.0,0.0
15353029_gab,hate_speech,0.511183,0.511183,0.0,0.0
12979526_gab,hate_speech,0.534685,0.534685,0.0,0.0
18793244_gab,hate_speech,0.996558,0.996558,0.0,0.0
1178807638085099520_twitter,normal,0.001197,0.001197,0.0,0.0
20088200_gab,offensive,0.003725,0.003725,0.0,0.0
15731682_gab,hate_speech,0.009118,0.011463,-0.002345,0.002345
1179098082635583489_twitter,offensive,0.985871,0.98533,0.000541,0.000541
1178837107458105345_twitter,offensive,0.936002,0.936002,0.0,0.0
15465826_gab,hate_speech,0.002433,0.001701,0.000732,0.000732
19843335_gab,offensive,0.969934,0.959905,0.010029,0.010029
26726148_gab,hate_speech,0.984785,0.984785,0.0,0.0
1179098536199311365_twitter,normal,0.978961,0.978961,0.0,0.0
15770035_gab,hate_speech,0.007461,0.00746,1e-06,1e-06
1178948001655599109_twitter,normal,0.005821,0.006445,-0.000624,0.000624
1177216103896035328_twitter,offensive,0.009523,0.011886,-0.002363,0.002363
1179091363725361152_twitter,normal,0.003361,0.004845,-0.001484,0.001484
1240014512700436482_twitter,offensive,0.987805,0.987805,0.0,0.0
1165819983701643266_twitter,offensive,0.013065,0.013065,0.0,0.0
7404978_gab,offensive,0.020339,0.020339,0.0,0.0
23082971_gab,hate_speech,0.010918,0.009232,0.001686,0.001686
20121839_gab,offensive,0.995164,0.995164,0.0,0.0
4873813_gab,hate_speech,0.036239,0.036239,0.0,0.0
1179023905446666240_twitter,normal,0.001643,0.001643,0.0,0.0
16392501_gab,hate_speech,0.002843,0.003204,-0.000361,0.000361
1179075753260077057_twitter,offensive,0.991325,0.991842,-0.000517,0.000517
7672117_gab,offensive,0.010099,0.010099,0.0,0.0
1178848652812525569_twitter,normal,0.008561,0.008561,0.0,0.0
1178749721306906624_twitter,normal,0.106728,0.682159,-0.575431,0.575431
22753470_gab,hate_speech,0.99603,0.99603,0.0,0.0
8123704_gab,hate_speech,0.981628,0.981628,0.0,0.0
5843501_gab,offensive,0.615463,0.006582,0.608881,0.608881
19286919_gab,offensive,0.006304,0.006304,0.0,0.0
17646564_gab,offensive,0.045113,0.045113,0.0,0.0
1178468147327729664_twitter,normal,0.005477,0.005684,-0.000207,0.000207
1178873849254961154_twitter,normal,0.021791,0.021791,0.0,0.0
1178857659019202560_twitter,normal,0.004734,0.004734,0.0,0.0
7645213_gab,hate_speech,0.988196,0.988196,0.0,0.0
24211592_gab,hate_speech,0.028496,0.028496,0.0,0.0
1249529231857668102_twitter,offensive,0.944687,0.944687,0.0,0.0
1183597323127009281_twitter,offensive,0.97177,0.97177,0.0,0.0
1103385226921762816_twitter,hate_speech,0.963516,0.950662,0.012854,0.012854
12158323_gab,offensive,0.994431,0.994431,0.0,0.0
16787150_gab,hate_speech,0.003139,0.002777,0.000362,0.000362
18452468_gab,offensive,0.935549,0.935549,0.0,0.0
1178759746683146240_twitter,hate_speech,0.788714,0.960297,-0.171583,0.171583
19526896_gab,hate_speech,0.989003,0.989139,-0.000136,0.000136
8524582_gab,normal,0.000896,0.000896,0.0,0.0
15745855_gab,hate_speech,0.988367,0.988367,0.0,0.0
18529253_gab,hate_speech,0.982082,0.982082,0.0,0.0
20162017_gab,hate_speech,0.989312,0.989312,0.0,0.0
1178981039353581568_twitter,normal,0.007216,0.007215,1e-06,1e-06
1632755_gab,hate_speech,0.992483,0.993566,-0.001083,0.001083
1179042623258058752_twitter,normal,0.005066,0.005066,0.0,0.0
1179081870665031680_twitter,offensive,0.994094,0.994094,0.0,0.0
16596098_gab,hate_speech,0.985501,0.985501,0.0,0.0
10172622_gab,offensive,0.005911,0.009671,-0.00376,0.00376
1179048685654745095_twitter,normal,0.008228,0.008228,0.0,0.0
1272930487011627010_twitter,offensive,0.997239,0.997239,0.0,0.0
11972072_gab,offensive,0.048181,0.113005,-0.064824,0.064824
1092406126350647296_twitter,offensive,0.98153,0.988354,-0.006824,0.006824
10227153_gab,hate_speech,0.070752,0.070752,0.0,0.0
1216713290971303939_twitter,offensive,0.992512,0.991987,0.000525,0.000525
27009967_gab,offensive,0.020684,0.020684,0.0,0.0
1161478663017291776_twitter,offensive,0.215537,0.215537,0.0,0.0
6354462_gab,offensive,0.002778,0.002778,0.0,0.0
1083042797995941889_twitter,offensive,0.980147,0.980147,0.0,0.0
1588428_gab,offensive,0.00786,0.00786,0.0,0.0
27075190_gab,offensive,0.051483,0.196549,-0.145066,0.145066
1233393878566305792_twitter,normal,0.300708,0.300708,0.0,0.0
13170938_gab,offensive,0.78314,0.78314,0.0,0.0
1178780835367002113_twitter,normal,0.003654,0.003654,0.0,0.0
13462408_gab,hate_speech,0.014834,0.015897,-0.001063,0.001063
1272194772539772928_twitter,offensive,0.993839,0.973423,0.020416,0.020416
1178785944238841857_twitter,normal,0.017561,0.017561,0.0,0.0
21276945_gab,normal,0.019769,0.019769,0.0,0.0
15864537_gab,hate_speech,0.003584,0.005264,-0.00168,0.00168
4587876_gab,hate_speech,0.139829,0.139829,0.0,0.0
14439827_gab,offensive,0.003318,0.003318,0.0,0.0
1252707503441313794_twitter,offensive,0.977853,0.977853,0.0,0.0
17846280_gab,offensive,0.023853,0.050431,-0.026578,0.026578
1179096372479320064_twitter,normal,0.003279,0.003279,0.0,0.0
27442888_gab,offensive,0.989872,0.989872,0.0,0.0
1094842390177894400_twitter,offensive,0.003463,0.001904,0.001559,0.001559
18041918_gab,hate_speech,0.834752,0.834752,0.0,0.0
15073757_gab,offensive,0.983579,0.983579,0.0,0.0
24790337_gab,offensive,0.004017,0.004452,-0.000435,0.000435
1179047499216179202_twitter,normal,0.009511,0.01061,-0.001099,0.001099
1142522499831226368_twitter,offensive,0.911237,0.911237,0.0,0.0
11738380_gab,normal,0.002818,0.002899,-8.1e-05,8.1e-05
21091701_gab,offensive,0.006633,0.006426,0.000207,0.000207
9906038_gab,normal,0.004813,0.004813,0.0,0.0
26732378_gab,hate_speech,0.002956,0.002987,-3.1e-05,3.1e-05
1178615990491504641_twitter,offensive,0.993358,0.992136,0.001222,0.001222
1105548506306170882_twitter,offensive,0.989247,0.989247,0.0,0.0
26001093_gab,hate_speech,0.98765,0.98765,0.0,0.0
1211099588351778816_twitter,normal,0.128473,0.128473,0.0,0.0
18777413_gab,normal,0.005875,0.005875,0.0,0.0
1267057_gab,hate_speech,0.008861,0.006555,0.002306,0.002306
1178971709975728128_twitter,offensive,0.982962,0.984586,-0.001624,0.001624
1144011578448240640_twitter,offensive,0.992923,0.992923,0.0,0.0
1178514129763487744_twitter,normal,0.005228,0.008465,-0.003237,0.003237
14928405_gab,normal,0.013943,0.01933,-0.005387,0.005387
1226675387956105218_twitter,normal,0.003822,0.003822,0.0,0.0
24868909_gab,offensive,0.995317,0.995317,0.0,0.0
20975497_gab,offensive,0.005299,0.009867,-0.004568,0.004568
11058354_gab,offensive,0.035989,0.101457,-0.065468,0.065468
15002888_gab,offensive,0.003001,0.005499,-0.002498,0.002498
1179099136349626368_twitter,offensive,0.99033,0.99033,0.0,0.0
1178906018572578816_twitter,offensive,0.978964,0.973942,0.005022,0.005022
5685446_gab,offensive,0.009095,0.009095,0.0,0.0
20427890_gab,offensive,0.003152,0.003152,0.0,0.0
25557750_gab,normal,0.001826,0.002053,-0.000227,0.000227
18154601_gab,offensive,0.991781,0.991781,0.0,0.0
1081332046235078656_twitter,normal,0.001517,0.001517,0.0,0.0
27268799_gab,hate_speech,0.984147,0.984147,0.0,0.0
13979518_gab,hate_speech,0.009824,0.010934,-0.00111,0.00111
1163928201627865089_twitter,offensive,0.222816,0.222816,0.0,0.0
25160111_gab,hate_speech,0.991912,0.991912,0.0,0.0
3051248_gab,normal,0.004307,0.004307,0.0,0.0
1277253_gab,hate_speech,0.368071,0.368071,0.0,0.0
1178780071252889602_twitter,normal,0.013097,0.013097,0.0,0.0
12857719_gab,hate_speech,0.003782,0.003782,0.0,0.0
26434464_gab,offensive,0.005376,0.005376,0.0,0.0
1188523349883936775_twitter,offensive,0.989216,0.989216,0.0,0.0
14500311_gab,offensive,0.015366,0.015366,0.0,0.0
24792823_gab,offensive,0.071562,0.071562,0.0,0.0
1089932353349140481_twitter,offensive,0.855205,0.855205,0.0,0.0
21836106_gab,hate_speech,0.987459,0.987459,0.0,0.0
1178771301248503809_twitter,normal,0.132798,0.132798,0.0,0.0
18869501_gab,hate_speech,0.994857,0.994857,0.0,0.0
11274701_gab,normal,0.006859,0.007817,-0.000958,0.000958
1123295873218293760_twitter,offensive,0.978393,0.978393,0.0,0.0
6350512_gab,normal,0.003124,0.003124,0.0,0.0
1249738535994884102_twitter,normal,0.005018,0.005018,0.0,0.0
12095199_gab,offensive,0.022102,0.022102,0.0,0.0
26059860_gab,hate_speech,0.787844,0.968184,-0.18034,0.18034
1178830600171601924_twitter,normal,0.00389,0.004971,-0.001081,0.001081
1179089443417808896_twitter,normal,0.004198,0.004198,0.0,0.0
1092441251776024576_twitter,offensive,0.993234,0.993273,-3.9e-05,3.9e-05
1179043156131811329_twitter,hate_speech,0.994175,0.994175,0.0,0.0
1178170242872283137_twitter,hate_speech,0.992415,0.992415,0.0,0.0
1079507754719559680_twitter,offensive,0.006212,0.00763,-0.001418,0.001418
24423548_gab,offensive,0.97597,0.97597,0.0,0.0
1225858073270476800_twitter,offensive,0.046997,0.046997,0.0,0.0
16031140_gab,offensive,0.97752,0.97752,0.0,0.0
22706056_gab,normal,0.005339,0.005339,0.0,0.0
10678202_gab,offensive,0.536446,0.536446,0.0,0.0
2668582_gab,offensive,0.70198,0.70198,0.0,0.0
18088580_gab,hate_speech,0.994276,0.994276,0.0,0.0
1090690524141576193_twitter,offensive,0.992267,0.992267,0.0,0.0
1178643316847431681_twitter,normal,0.008373,0.008373,0.0,0.0
1087149424256651269_twitter,normal,0.001632,0.001632,0.0,0.0
1179102227887247360_twitter,normal,0.006207,0.007078,-0.000871,0.000871
9886793_gab,hate_speech,0.96737,0.877668,0.089702,0.089702
7026781_gab,hate_speech,0.995158,0.995158,0.0,0.0
1179052128280690691_twitter,hate_speech,0.998977,0.998977,0.0,0.0
25744911_gab,hate_speech,0.990922,0.990922,0.0,0.0
14288348_gab,hate_speech,0.197961,0.230001,-0.03204,0.03204
1241771468138196994_twitter,offensive,0.99131,0.99131,0.0,0.0
1179105444096348165_twitter,hate_speech,0.005737,0.008408,-0.002671,0.002671
1178831150053244928_twitter,normal,0.005279,0.005279,0.0,0.0
1179094414603542536_twitter,normal,0.989766,0.989766,0.0,0.0
21214738_gab,hate_speech,0.486057,0.149368,0.336689,0.336689
1146513422055550978_twitter,normal,0.079756,0.079756,0.0,0.0
21362231_gab,offensive,0.039412,0.039412,0.0,0.0
9709951_gab,normal,0.991028,0.985689,0.005339,0.005339
1178480705652826112_twitter,normal,0.076876,0.202289,-0.125413,0.125413
1179101617477619712_twitter,normal,0.001265,0.001265,0.0,0.0
9587435_gab,hate_speech,0.991973,0.991973,0.0,0.0
19191932_gab,hate_speech,0.970447,0.970447,0.0,0.0
1188543871350984705_twitter,normal,0.98894,0.98894,0.0,0.0
1177940451955019778_twitter,offensive,0.999012,0.999012,0.0,0.0
12976797_gab,hate_speech,0.994688,0.994688,0.0,0.0
23666339_gab,offensive,0.70009,0.90969,-0.2096,0.2096
1179097543092920320_twitter,normal,0.005453,0.005453,0.0,0.0
7079908_gab,hate_speech,0.878483,0.878483,0.0,0.0
18946604_gab,hate_speech,0.527477,0.527477,0.0,0.0
7894283_gab,hate_speech,0.002664,0.002786,-0.000122,0.000122
1178415250753892355_twitter,hate_speech,0.989595,0.989595,0.0,0.0
1251210556347990016_twitter,normal,0.003495,0.003495,0.0,0.0
1178930453488652289_twitter,normal,0.004003,0.005307,-0.001304,0.001304
6817112_gab,hate_speech,0.981169,0.981169,0.0,0.0
1087239631165419520_twitter,offensive,0.993328,0.993328,0.0,0.0
15024908_gab,hate_speech,0.353529,0.024772,0.328757,0.328757
1214210751109447680_twitter,offensive,0.241144,0.241144,0.0,0.0
19112164_gab,hate_speech,0.991952,0.991952,0.0,0.0
11042138_gab,normal,0.006736,0.006736,0.0,0.0
25711501_gab,offensive,0.027858,0.027858,0.0,0.0
14926730_gab,offensive,0.025733,0.025733,0.0,0.0
4337482_gab,offensive,0.001502,0.001396,0.000106,0.000106
19267095_gab,hate_speech,0.986867,0.986867,0.0,0.0
17186279_gab,offensive,0.979647,0.979647,0.0,0.0
21149794_gab,hate_speech,0.008769,0.008769,0.0,0.0
9709168_gab,offensive,0.005359,0.005359,0.0,0.0
1234483055437471745_twitter,normal,0.046011,0.046011,0.0,0.0
1179086793259573250_twitter,normal,0.00154,0.001839,-0.000299,0.000299
12627684_gab,offensive,0.01142,0.015686,-0.004266,0.004266
4701852_gab,hate_speech,0.991908,0.991908,0.0,0.0
14054951_gab,hate_speech,0.296706,0.296706,0.0,0.0
12042275_gab,hate_speech,0.007221,0.006259,0.000962,0.000962
1179078852901036033_twitter,normal,0.013848,0.013848,0.0,0.0
1178706014507548675_twitter,offensive,0.997628,0.997628,0.0,0.0
1179105664993509376_twitter,normal,0.004211,0.004211,0.0,0.0
25465320_gab,offensive,0.976788,0.976788,0.0,0.0
1178837354208993282_twitter,normal,0.002904,0.002904,0.0,0.0
1124336605878263810_twitter,offensive,0.993783,0.993783,0.0,0.0
23886817_gab,hate_speech,0.993658,0.993658,0.0,0.0
1179075591871463424_twitter,normal,0.017916,0.017916,0.0,0.0
1178764742216712192_twitter,normal,0.017176,0.017176,0.0,0.0
10994515_gab,hate_speech,0.002571,0.002571,0.0,0.0
22932902_gab,offensive,0.011365,0.011365,0.0,0.0
1109547724838457345_twitter,normal,0.989707,0.989707,0.0,0.0
1260229132052463617_twitter,hate_speech,0.993675,0.993675,0.0,0.0
5505215_gab,hate_speech,0.004995,0.004995,0.0,0.0
25922772_gab,hate_speech,0.005795,0.005795,0.0,0.0
6381397_gab,offensive,0.007279,0.007279,0.0,0.0
1178816603619758080_twitter,normal,0.004841,0.004841,0.0,0.0
1237107565676433408_twitter,normal,0.01569,0.01569,0.0,0.0
1179093412290711554_twitter,normal,0.888848,0.888848,0.0,0.0
21799978_gab,normal,0.009339,0.012426,-0.003087,0.003087
25852454_gab,hate_speech,0.996527,0.996527,0.0,0.0
13449104_gab,normal,0.009164,0.009164,0.0,0.0
1179014998670086149_twitter,normal,0.03585,0.03585,0.0,0.0
9283077_gab,normal,0.005663,0.005663,0.0,0.0
1081320994244055040_twitter,offensive,0.962008,0.962008,0.0,0.0
17753551_gab,hate_speech,0.031512,0.031512,0.0,0.0
22331692_gab,hate_speech,0.041694,0.041694,0.0,0.0
1179095674622746631_twitter,normal,0.001542,0.001542,0.0,0.0
1179538457372381190_twitter,offensive,0.088619,0.088619,0.0,0.0
3166553_gab,normal,0.008014,0.008014,0.0,0.0
1178795517855305730_twitter,hate_speech,0.043618,0.043618,0.0,0.0
12734812_gab,hate_speech,0.97748,0.97748,0.0,0.0
27352334_gab,offensive,0.987868,0.992361,-0.004493,0.004493
10038094_gab,offensive,0.983691,0.983691,0.0,0.0
15209007_gab,offensive,0.998324,0.998324,0.0,0.0
26342506_gab,offensive,0.991335,0.993772,-0.002437,0.002437
1179045003794030592_twitter,normal,0.013477,0.008978,0.004499,0.004499
22575269_gab,offensive,0.010283,0.010283,0.0,0.0
1143847627286556679_twitter,normal,0.015937,0.015937,0.0,0.0
1178975058422665217_twitter,offensive,0.958729,0.958729,0.0,0.0
26830113_gab,hate_speech,0.82997,0.82997,0.0,0.0
1090022971303968771_twitter,normal,0.001213,0.001213,0.0,0.0
1179081659465027590_twitter,normal,0.003026,0.003026,0.0,0.0
1179102552345976832_twitter,offensive,0.996848,0.996848,0.0,0.0
1100389613074558976_twitter,hate_speech,0.99041,0.99041,0.0,0.0
15613204_gab,offensive,0.993107,0.039042,0.954065,0.954065
1106029081299058688_twitter,offensive,0.995022,0.995022,0.0,0.0
1179098220217163780_twitter,normal,0.002112,0.002112,0.0,0.0
1179074111076814848_twitter,offensive,0.988772,0.989926,-0.001154,0.001154
1178415398728929285_twitter,normal,0.005017,0.009795,-0.004778,0.004778
19948405_gab,hate_speech,0.075178,0.180426,-0.105248,0.105248
1178850274359861252_twitter,normal,0.040543,0.040543,0.0,0.0
1179047923323154435_twitter,normal,0.001123,0.001123,0.0,0.0
